userid,movieid,ratings,timestamp,titles,genres
5745,1639,4,958362556,Chasing Amy (1997),Drama|Romance
5745,1265,3,958361116,Groundhog Day (1993),Comedy|Romance
5745,2291,3,958362187,Edward Scissorhands (1990),Drama|Romance
5746,1291,4,958354402,Indiana Jones and the Last Crusade (1989),Action|Adventure
5746,1682,3,958355087,"Truman Show, The (1998)",Drama
5746,2628,3,958354105,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi
5747,2642,2,958355720,Superman III (1983),Action|Adventure|Sci-Fi
5747,2643,1,958355891,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi
5747,2657,4,958356554,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
5748,480,4,958345903,Jurassic Park (1993),Action|Adventure|Sci-Fi
5748,441,3,958347034,Dazed and Confused (1993),Comedy
5748,3624,5,959621768,Shanghai Noon (2000),Action
5749,3614,2,962843948,Honeymoon in Vegas (1992),Comedy|Romance
5749,1670,4,962843054,Welcome To Sarajevo (1997),Drama|War
5749,2630,5,962843106,Besieged (L' Assedio) (1998),Drama
5750,2289,2,959177473,"Player, The (1992)",Comedy|Drama
5750,1288,4,959177670,This Is Spinal Tap (1984),Comedy|Drama|Musical
5750,1299,4,959177803,"Killing Fields, The (1984)",Drama|War
5751,1713,4,958309554,Mouse Hunt (1997),Children's|Comedy
5751,881,4,958309581,First Kid (1996),Children's|Comedy
5751,2355,4,958308251,"Bug's Life, A (1998)",Animation|Children's|Comedy
5752,3269,3,958278481,Forever Young (1992),Adventure|Romance|Sci-Fi
5752,1673,3,958276785,Boogie Nights (1997),Drama
5752,440,4,958277447,Dave (1993),Comedy|Romance
5753,423,4,958272180,Blown Away (1994),Action|Thriller
5753,1291,4,958272296,Indiana Jones and the Last Crusade (1989),Action|Adventure
5753,2641,5,958272528,Superman II (1980),Action|Adventure|Sci-Fi
5754,3262,3,958276189,Twin Peaks: Fire Walk with Me (1992),Drama|Mystery
5754,3255,3,958272021,"League of Their Own, A (1992)",Comedy|Drama
5754,3261,2,958272549,Singles (1992),Comedy|Drama|Romance
5755,1675,2,958280480,Incognito (1997),Crime|Thriller
5755,3264,3,958281604,Buffy the Vampire Slayer (1992),Comedy|Horror
5755,3266,4,958266280,Man Bites Dog (C'est arrivé près de chez vous) (1992),Action|Comedy|Crime|Drama
5756,2961,3,958257879,"Story of Us, The (1999)",Comedy|Drama
5756,720,5,958258299,Wallace & Gromit: The Best of Aardman Animation (1996),Animation
5756,1225,5,958258357,Amadeus (1984),Drama
5757,1282,5,958260422,Fantasia (1940),Animation|Children's|Musical
5757,750,5,958258851,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
5757,1287,5,958260177,Ben-Hur (1959),Action|Adventure|Drama
5758,3256,4,958306704,Patriot Games (1992),Action|Thriller
5758,3247,4,958308455,Sister Act (1992),Comedy|Crime
5758,3253,4,958254977,Wayne's World (1992),Comedy
5759,3265,5,958254330,Hard-Boiled (Lashou shentan) (1992),Action|Crime
5759,1667,2,958254883,Mad City (1997),Action|Drama
5759,3274,3,958254928,Single White Female (1992),Action
5760,3253,4,958250536,Wayne's World (1992),Comedy
5760,410,2,958250536,Addams Family Values (1993),Comedy
5760,467,4,958250285,Live Nude Girls (1995),Comedy
5761,413,2,982012811,Airheads (1994),Comedy
5761,1330,3,982012915,April Fool's Day (1986),Comedy|Horror
5761,492,4,982012101,Manhattan Murder Mystery (1993),Comedy|Mystery
5762,1678,4,958222777,"Joy Luck Club, The (1993)",Drama
5762,1304,4,958222467,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western
5762,1302,5,958224036,Field of Dreams (1989),Drama
5763,3265,5,958834171,Hard-Boiled (Lashou shentan) (1992),Action|Crime
5763,1663,3,960676756,Stripes (1981),Comedy
5763,2611,3,959535468,"Winslow Boy, The (1998)",Drama
5764,1219,2,958184802,Psycho (1960),Horror|Thriller
5764,3251,2,958186529,Agnes of God (1985),Drama|Mystery
5764,1625,5,958185370,"Game, The (1997)",Mystery|Thriller
5765,2288,4,958179836,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
5765,3257,1,958181579,"Bodyguard, The (1992)",Action|Drama|Romance|Thriller
5765,2291,4,958182577,Edward Scissorhands (1990),Drama|Romance
5766,457,4,958177731,"Fugitive, The (1993)",Action|Thriller
5766,454,4,958177731,"Firm, The (1993)",Drama|Thriller
5766,3247,5,958178275,Sister Act (1992),Comedy|Crime
5767,2273,3,959057311,Rush Hour (1998),Action|Thriller
5767,2628,5,958192148,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi
5767,3275,2,958175447,"Boondock Saints, The (1999)",Action|Comedy
5768,1674,5,958175524,Witness (1985),Drama|Romance|Thriller
5768,1643,4,958175671,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",Drama|Romance
5768,1252,5,958175263,Chinatown (1974),Film-Noir|Mystery|Thriller
5769,3613,4,959646725,Things Change (1988),Comedy
5769,1653,4,958174584,Gattaca (1997),Drama|Sci-Fi|Thriller
5769,3272,4,958254975,Bad Lieutenant (1992),Crime|Drama
5770,1296,4,958172968,"Room with a View, A (1986)",Drama|Romance
5770,2972,4,958171844,Red Sorghum (Hong Gao Liang) (1987),Drama|War
5770,1233,5,958172114,"Boat, The (Das Boot) (1981)",Action|Drama|War
5771,2657,5,958694282,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
5771,2648,3,958753448,Frankenstein (1931),Horror
5771,2645,3,958753263,Dracula (1958),Horror
5772,3555,4,958169349,U-571 (2000),Action|Thriller
5772,3564,1,958169425,"Flintstones in Viva Rock Vegas, The (2000)",Children's|Comedy
5772,3565,4,958169349,Where the Heart Is (2000),Comedy|Drama
5773,3157,3,958168050,Stuart Little (1999),Children's|Comedy
5773,3175,3,958431297,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
5773,318,5,959194935,"Shawshank Redemption, The (1994)",Drama
5774,1639,3,958166387,Chasing Amy (1997),Drama|Romance
5774,1333,3,958165938,"Birds, The (1963)",Horror
5774,2686,3,958166371,"Red Violin, The (Le Violon rouge) (1998)",Drama|Mystery
5775,1667,4,958167625,Mad City (1997),Action|Drama
5775,3263,4,958167516,White Men Can't Jump (1992),Comedy
5775,3256,3,958167041,Patriot Games (1992),Action|Thriller
5776,3267,3,958170126,"Mariachi, El (1992)",Action|Thriller
5776,3269,3,958169289,Forever Young (1992),Adventure|Romance|Sci-Fi
5776,1676,2,958163531,Starship Troopers (1997),Action|Adventure|Sci-Fi|War
5777,1676,1,958160759,Starship Troopers (1997),Action|Adventure|Sci-Fi|War
5777,1694,4,958160013,"Apostle, The (1997)",Drama
5777,2654,4,958160416,"Wolf Man, The (1941)",Horror
5778,2640,5,958158108,Superman (1978),Action|Adventure|Sci-Fi
5778,2288,4,958157836,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
5778,2628,3,958157975,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi
5779,3246,3,958160785,Malcolm X (1992),Drama
5779,1639,2,958165209,Chasing Amy (1997),Drama|Romance
5779,1641,4,958157152,"Full Monty, The (1997)",Comedy
5780,431,5,958153753,Carlito's Way (1993),Crime|Drama
5780,477,3,958154020,What's Love Got to Do with It? (1993),Drama
5780,474,3,958153976,In the Line of Fire (1993),Action|Thriller
5781,2912,5,958152856,"Limey, The (1999)",Action|Crime|Drama
5781,3576,3,958153057,"Hidden, The (1987)",Action|Horror|Sci-Fi
5781,3578,4,958153035,Gladiator (2000),Action|Drama
5782,454,4,958153112,"Firm, The (1993)",Drama|Thriller
5782,3252,4,958159897,Scent of a Woman (1992),Drama
5782,3253,2,958153043,Wayne's World (1992),Comedy
5783,357,3,958152017,Four Weddings and a Funeral (1994),Comedy|Romance
5783,3257,4,958152256,"Bodyguard, The (1992)",Action|Drama|Romance|Thriller
5783,39,4,958152289,Clueless (1995),Comedy|Romance
5784,2694,2,958582086,Big Daddy (1999),Comedy
5784,2355,4,958582119,"Bug's Life, A (1998)",Animation|Children's|Comedy
5784,2706,5,958582042,American Pie (1999),Comedy
5785,2688,3,958148649,"General's Daughter, The (1999)",Drama|Thriller
5785,1682,4,958747309,"Truman Show, The (1998)",Drama
5785,3298,4,958159217,Boiler Room (2000),Drama
5786,410,2,958268129,Addams Family Values (1993),Comedy
5786,1663,3,958267458,Stripes (1981),Comedy
5786,2683,3,958145239,Austin Powers: The Spy Who Shagged Me (1999),Comedy
5787,2640,5,958109841,Superman (1978),Action|Adventure|Sci-Fi
5787,2641,4,958109978,Superman II (1980),Action|Adventure|Sci-Fi
5787,2615,3,1001123046,My Science Project (1985),Adventure|Sci-Fi
5788,438,3,958110388,"Cowboy Way, The (1994)",Action|Comedy
5788,2657,3,958109222,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
5788,3608,4,958108443,Pee-wee's Big Adventure (1985),Comedy
5789,3244,4,958099838,"Goodbye Girl, The (1977)",Comedy|Romance
5789,3308,3,958100441,"Flamingo Kid, The (1984)",Comedy|Drama
5789,3606,5,958100278,On the Town (1949),Musical
5790,1293,4,958091409,Gandhi (1982),Drama
5790,2272,4,958091810,One True Thing (1998),Drama
5790,1617,3,958091073,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
5791,2690,4,958090023,"Ideal Husband, An (1999)",Comedy
5791,2692,4,958090135,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance
5791,2693,4,958090196,Trekkies (1997),Documentary
5792,1690,3,1001011357,Alien: Resurrection (1997),Action|Horror|Sci-Fi
5792,1682,3,958083079,"Truman Show, The (1998)",Drama
5792,3285,3,1001012169,"Beach, The (2000)",Adventure|Drama
5793,1307,3,958069078,When Harry Met Sally... (1989),Comedy|Romance
5793,2993,5,958069568,Thunderball (1965),Action
5793,1267,5,958071293,"Manchurian Candidate, The (1962)",Film-Noir|Thriller
5794,1654,4,958069454,FairyTale: A True Story (1997),Children's|Drama|Fantasy
5794,2657,4,958070355,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
5794,2628,4,958069454,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi
5795,2639,3,958079808,Mommie Dearest (1981),Drama
5795,1693,5,958078852,Amistad (1997),Drama
5795,1672,2,958078725,"Rainmaker, The (1997)",Drama
5796,3571,3,958060926,Time Code (2000),Drama
5796,2997,5,958061293,Being John Malkovich (1999),Comedy
5796,3247,1,958060727,Sister Act (1992),Comedy|Crime
5797,1301,4,958059184,Forbidden Planet (1956),Sci-Fi
5797,800,5,958066471,Lone Star (1996),Drama|Mystery
5797,1356,2,958059301,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi
5798,3244,4,959194483,"Goodbye Girl, The (1977)",Comedy|Romance
5798,1641,3,958060311,"Full Monty, The (1997)",Comedy
5798,3253,3,958060144,Wayne's World (1992),Comedy
5799,707,3,958054584,Mulholland Falls (1996),Crime|Film-Noir|Thriller
5799,1240,4,958054732,"Terminator, The (1984)",Action|Sci-Fi|Thriller
5799,2987,3,958054560,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir
5800,2683,4,958014970,Austin Powers: The Spy Who Shagged Me (1999),Comedy
5800,1350,2,958014853,"Omen, The (1976)",Horror
5800,3354,4,958015120,Mission to Mars (2000),Sci-Fi
5801,1320,3,958012219,Alien³ (1992),Action|Horror|Sci-Fi|Thriller
5801,2683,4,958011669,Austin Powers: The Spy Who Shagged Me (1999),Comedy
5801,2699,4,958011653,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller
5802,1097,3,958002008,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi
5802,1230,4,958002420,Annie Hall (1977),Comedy|Romance
5802,1222,3,958001887,Full Metal Jacket (1987),Action|Drama|War
5803,2321,1,957995413,Pleasantville (1998),Comedy
5803,801,1,957995483,Harriet the Spy (1996),Children's|Comedy
5803,497,1,957995413,Much Ado About Nothing (1993),Comedy|Romance
5804,356,3,957992886,Forrest Gump (1994),Comedy|Romance|War
5804,3591,3,957992452,Mr. Mom (1983),Comedy|Drama
5804,1230,4,957992270,Annie Hall (1977),Comedy|Romance
5805,1617,5,958007690,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
5805,1610,3,958007583,"Hunt for Red October, The (1990)",Action|Thriller
5805,1307,3,957990093,When Harry Met Sally... (1989),Comedy|Romance
5806,2289,5,957985936,"Player, The (1992)",Comedy|Drama
5806,2284,5,957985691,Bandit Queen (1994),Drama
5806,3224,3,957985788,Woman in the Dunes (Suna no onna) (1964),Drama
5807,2384,3,957985104,Babe: Pig in the City (1998),Children's|Comedy
5807,3253,4,957985135,Wayne's World (1992),Comedy
5807,2391,2,957985269,"Simple Plan, A (1998)",Crime|Thriller
5808,1293,5,957982870,Gandhi (1982),Drama
5808,1610,5,957983049,"Hunt for Red October, The (1990)",Action|Thriller
5808,3210,3,957983291,Fast Times at Ridgemont High (1982),Comedy
5809,2245,2,957986907,Working Girl (1988),Comedy|Drama
5809,1676,1,957988929,Starship Troopers (1997),Action|Adventure|Sci-Fi|War
5809,780,2,957988960,Independence Day (ID4) (1996),Action|Sci-Fi|War
5810,1699,3,957938980,"Butcher Boy, The (1998)",Drama
5810,1041,4,957938980,Secrets & Lies (1996),Drama
5810,1299,5,957939019,"Killing Fields, The (1984)",Drama|War
5811,2628,3,957946028,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi
5811,2683,4,957945156,Austin Powers: The Spy Who Shagged Me (1999),Comedy
5811,410,4,957944073,Addams Family Values (1993),Comedy
5812,1642,4,957939461,Indian Summer (a.k.a. Alive & Kicking) (1996),Comedy|Drama
5812,1643,2,957941675,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",Drama|Romance
5812,1641,5,957945960,"Full Monty, The (1997)",Comedy
5813,1387,4,957917281,Jaws (1975),Action|Horror
5813,1385,3,957917546,Under Siege (1992),Action
5813,1370,3,957917529,Die Hard 2 (1990),Action|Thriller
5814,1252,2,957915562,Chinatown (1974),Film-Noir|Mystery|Thriller
5814,2997,5,957915763,Being John Malkovich (1999),Comedy
5814,1270,4,957915651,Back to the Future (1985),Comedy|Sci-Fi
5815,2204,3,957914988,Saboteur (1942),Thriller
5815,1294,4,957914988,M*A*S*H (1970),Comedy|War
5815,1288,5,957915899,This Is Spinal Tap (1984),Comedy|Drama|Musical
5816,1284,5,957915154,"Big Sleep, The (1946)",Film-Noir|Mystery
5816,1909,4,957915204,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller
5816,2906,2,957914854,Random Hearts (1999),Drama|Romance
5817,1210,4,957913925,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War
5817,2975,3,957914286,"Best Man, The (1999)",Drama
5817,1617,4,957913881,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
5818,2395,2,957909728,Rushmore (1998),Comedy
5818,2699,3,957909472,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller
5818,2318,5,957909635,Happiness (1998),Comedy
5819,3591,3,957906535,Mr. Mom (1983),Comedy|Drama
5819,380,3,957906688,True Lies (1994),Action|Adventure|Comedy|Romance
5819,3256,3,957906688,Patriot Games (1992),Action|Thriller
5820,1304,3,957905558,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western
5820,458,4,957904744,Geronimo: An American Legend (1993),Drama|Western
5820,2699,2,957904892,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller
5821,1649,5,957902858,"Fast, Cheap & Out of Control (1997)",Documentary
5821,1641,5,957968114,"Full Monty, The (1997)",Comedy
5821,3223,4,957902225,"Zed & Two Noughts, A (1985)",Drama
5822,2606,3,957902101,Idle Hands (1999),Comedy|Horror
5822,2654,3,957901763,"Wolf Man, The (1941)",Horror
5822,2648,3,957901792,Frankenstein (1931),Horror
5823,745,5,957901383,"Close Shave, A (1995)",Animation|Comedy|Thriller
5823,750,5,957901583,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
5823,1288,4,957901449,This Is Spinal Tap (1984),Comedy|Drama|Musical
5824,3614,3,957970341,Honeymoon in Vegas (1992),Comedy|Romance
5824,2683,2,957900577,Austin Powers: The Spy Who Shagged Me (1999),Comedy
5824,413,3,957970661,Airheads (1994),Comedy
5825,2692,5,957898720,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance
5825,2600,3,957898826,eXistenZ (1999),Action|Sci-Fi|Thriller
5825,1641,5,958015442,"Full Monty, The (1997)",Comedy
5826,1694,5,957897397,"Apostle, The (1997)",Drama
5826,1682,5,957915022,"Truman Show, The (1998)",Drama
5826,1673,5,957914823,Boogie Nights (1997),Drama
5827,2291,4,957896087,Edward Scissorhands (1990),Drama|Romance
5827,1641,4,957894532,"Full Monty, The (1997)",Comedy
5827,3249,2,957895435,"Hand That Rocks the Cradle, The (1992)",Thriller
5828,2912,4,957893672,"Limey, The (1999)",Action|Crime|Drama
5828,2028,4,957893531,Saving Private Ryan (1998),Action|Drama|War
5828,2762,3,957893652,"Sixth Sense, The (1999)",Thriller
5829,2662,4,957894469,"War of the Worlds, The (1953)",Action|Sci-Fi|War
5829,3608,3,957893882,Pee-wee's Big Adventure (1985),Comedy
5829,3604,5,957893826,Gypsy (1962),Musical
5830,1259,5,957891899,Stand by Me (1986),Adventure|Comedy|Drama
5830,2997,3,957891809,Being John Malkovich (1999),Comedy
5830,1244,3,957891842,Manhattan (1979),Comedy|Drama|Romance
5831,2641,4,957894027,Superman II (1980),Action|Adventure|Sci-Fi
5831,1693,4,957910910,Amistad (1997),Drama
5831,3296,4,957910609,To Sir with Love (1967),Drama
5832,468,4,957886394,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",Comedy|Romance
5832,1279,5,957886837,Night on Earth (1991),Comedy|Drama
5832,3285,1,957886475,"Beach, The (2000)",Adventure|Drama
5833,428,4,957879761,"Bronx Tale, A (1993)",Drama
5833,475,4,957880040,In the Name of the Father (1993),Drama
5833,2336,5,957879739,Elizabeth (1998),Drama
5834,2987,3,957853009,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir
5834,1252,2,957853446,Chinatown (1974),Film-Noir|Mystery|Thriller
5834,1617,4,957853488,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
5835,17,4,957845517,Sense and Sensibility (1995),Drama|Romance
5835,34,4,957845486,Babe (1995),Children's|Comedy|Drama
5835,1213,3,957845396,GoodFellas (1990),Crime|Drama
5836,457,4,957844455,"Fugitive, The (1993)",Action|Thriller
5836,3287,3,957844026,"Tigger Movie, The (2000)",Animation|Children's
5836,2628,3,957845091,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi
5837,3268,3,958146030,Stop! Or My Mom Will Shoot (1992),Action|Comedy
5837,1676,4,957844371,Starship Troopers (1997),Action|Adventure|Sci-Fi|War
5837,1665,4,958145311,Bean (1997),Comedy
5838,1253,4,957839613,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi
5838,1256,4,957839972,Duck Soup (1933),Comedy|War
5838,1250,4,957839340,"Bridge on the River Kwai, The (1957)",Drama|War
5839,1252,4,957837208,Chinatown (1974),Film-Noir|Mystery|Thriller
5839,1631,4,957837270,"Assignment, The (1997)",Thriller
5839,1278,5,957837181,Young Frankenstein (1974),Comedy|Horror
5840,1633,4,957830808,Ulee's Gold (1997),Drama
5840,1621,3,957831297,Soul Food (1997),Drama
5840,1614,3,971743394,In & Out (1997),Comedy
5841,2640,4,962882714,Superman (1978),Action|Adventure|Sci-Fi
5841,1680,5,957822709,Sliding Doors (1998),Drama|Romance
5841,2677,5,965214689,Buena Vista Social Club (1999),Documentary
5842,1617,3,957817161,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
5842,1610,4,957817685,"Hunt for Red October, The (1990)",Action|Thriller
5842,780,4,957817885,Independence Day (ID4) (1996),Action|Sci-Fi|War
5843,1682,5,957804996,"Truman Show, The (1998)",Drama
5843,1293,4,957807682,Gandhi (1982),Drama
5843,1296,4,957807712,"Room with a View, A (1986)",Drama|Romance
5844,1376,4,957801461,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi
5844,3623,1,963951527,Mission: Impossible 2 (2000),Action|Thriller
5844,1374,4,957801461,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi
5845,1617,5,957795319,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
5845,3219,4,957799167,Pacific Heights (1990),Thriller
5845,785,5,957798900,Kingpin (1996),Comedy
5846,1276,4,958845351,Cool Hand Luke (1967),Comedy|Drama
5846,1219,5,958845458,Psycho (1960),Horror|Thriller
5846,2997,5,957793023,Being John Malkovich (1999),Comedy
5847,450,3,957792066,With Honors (1994),Comedy|Drama
5847,2688,4,957795242,"General's Daughter, The (1999)",Drama|Thriller
5847,457,3,957797079,"Fugitive, The (1993)",Action|Thriller
5848,1299,5,957782209,"Killing Fields, The (1984)",Drama|War
5848,2243,4,957782765,Broadcast News (1987),Comedy|Drama|Romance
5848,1608,3,957781386,Air Force One (1997),Action|Thriller
5849,1291,5,957765640,Indiana Jones and the Last Crusade (1989),Action|Adventure
5849,750,5,957766213,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
5849,745,5,957766251,"Close Shave, A (1995)",Animation|Comedy|Thriller
5850,2695,1,957764554,"Boys, The (1997)",Drama
5850,3614,3,957764313,Honeymoon in Vegas (1992),Comedy|Romance
5850,2664,2,957764862,Invasion of the Body Snatchers (1956),Horror|Sci-Fi
5851,1645,4,957758010,"Devil's Advocate, The (1997)",Crime|Horror|Mystery|Thriller
5851,3608,1,957756608,Pee-wee's Big Adventure (1985),Comedy
5851,1676,4,957757548,Starship Troopers (1997),Action|Adventure|Sci-Fi|War
5852,1617,3,957754683,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
5852,2272,4,958103267,One True Thing (1998),Drama
5852,1625,3,958103338,"Game, The (1997)",Mystery|Thriller
5853,2262,1,957747730,About Last Night... (1986),Comedy|Drama|Romance
5853,1617,5,957747264,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
5853,2287,3,957748220,Them! (1954),Sci-Fi|Thriller|War
5854,440,3,958272840,Dave (1993),Comedy|Romance
5854,405,3,957745401,Highlander III: The Sorcerer (1994),Action|Sci-Fi
5854,410,3,958273682,Addams Family Values (1993),Comedy
5855,1393,4,957733692,Jerry Maguire (1996),Drama|Romance
5855,2336,5,957733692,Elizabeth (1998),Drama
5855,800,4,957733805,Lone Star (1996),Drama|Mystery
5856,1270,5,957731674,Back to the Future (1985),Comedy|Sci-Fi
5856,788,3,957731713,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
5856,2245,5,957732856,Working Girl (1988),Comedy|Drama
5857,3296,3,957741605,To Sir with Love (1967),Drama
5857,445,3,957734706,Fatal Instinct (1993),Comedy
5857,1682,5,957724777,"Truman Show, The (1998)",Drama
5858,778,4,957716873,Trainspotting (1996),Drama
5858,2268,3,957716423,"Few Good Men, A (1992)",Crime|Drama
5858,3204,4,957716959,"Boys from Brazil, The (1978)",Thriller
5859,2248,3,957689237,Say Anything... (1989),Comedy|Drama|Romance
5859,1276,4,957689237,Cool Hand Luke (1967),Comedy|Drama
5859,1085,5,957688622,"Old Man and the Sea, The (1958)",Adventure|Drama
5860,3608,1,957685936,Pee-wee's Big Adventure (1985),Comedy
5860,1394,5,958701897,Raising Arizona (1987),Comedy
5860,1380,4,958701873,Grease (1978),Comedy|Musical|Romance
5861,2210,3,960791397,Sabotage (1936),Thriller
5861,2212,3,960791454,"Man Who Knew Too Much, The (1934)",Thriller
5861,1270,5,960792763,Back to the Future (1985),Comedy|Sci-Fi
5862,3257,5,957671145,"Bodyguard, The (1992)",Action|Drama|Romance|Thriller
5862,2642,4,957671549,Superman III (1983),Action|Adventure|Sci-Fi
5862,2641,4,957670645,Superman II (1980),Action|Adventure|Sci-Fi
5863,1580,4,957665954,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi
5863,2762,5,957666185,"Sixth Sense, The (1999)",Thriller
5863,2716,3,957666073,Ghostbusters (1984),Comedy|Horror
5864,2628,3,959643218,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi
5864,1254,4,957662418,"Treasure of the Sierra Madre, The (1948)",Adventure
5864,1258,4,957662838,"Shining, The (1980)",Horror
5865,2672,4,957654080,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller
5865,435,1,957654056,Coneheads (1993),Comedy|Sci-Fi
5865,442,2,957654080,Demolition Man (1993),Action|Sci-Fi
5866,1258,5,957649506,"Shining, The (1980)",Horror
5866,1219,5,957649414,Psycho (1960),Horror|Thriller
5866,1265,2,957649506,Groundhog Day (1993),Comedy|Romance
5867,2336,2,957594443,Elizabeth (1998),Drama
5867,2688,5,957594477,"General's Daughter, The (1999)",Drama|Thriller
5867,2690,4,957594525,"Ideal Husband, An (1999)",Comedy
5868,1293,3,957573966,Gandhi (1982),Drama
5868,480,2,957573410,Jurassic Park (1993),Action|Adventure|Sci-Fi
5868,2686,5,957574039,"Red Violin, The (Le Violon rouge) (1998)",Drama|Mystery
5869,1674,3,957572834,Witness (1985),Drama|Romance|Thriller
5869,2273,3,999273882,Rush Hour (1998),Action|Thriller
5869,2617,2,957574493,"Mummy, The (1999)",Action|Adventure|Horror|Thriller
5870,1258,5,957570294,"Shining, The (1980)",Horror
5870,1721,3,957567713,Titanic (1997),Drama|Romance
5870,2997,5,957567838,Being John Malkovich (1999),Comedy
5871,2648,5,957800760,Frankenstein (1931),Horror
5871,2677,5,957800311,Buena Vista Social Club (1999),Documentary
5871,457,3,957567016,"Fugitive, The (1993)",Action|Thriller
5872,2688,3,957566003,"General's Daughter, The (1999)",Drama|Thriller
5872,415,3,1030665626,Another Stakeout (1993),Comedy|Thriller
5872,2686,5,957565325,"Red Violin, The (Le Violon rouge) (1998)",Drama|Mystery
5873,1222,4,957564035,Full Metal Jacket (1987),Action|Drama|War
5873,1676,4,957564035,Starship Troopers (1997),Action|Adventure|Sci-Fi|War
5873,1240,5,957563999,"Terminator, The (1984)",Action|Sci-Fi|Thriller
5874,1676,1,975280434,Starship Troopers (1997),Action|Adventure|Sci-Fi|War
5874,1674,4,957795837,Witness (1985),Drama|Romance|Thriller
5874,2617,1,957562496,"Mummy, The (1999)",Action|Adventure|Horror|Thriller
5875,2692,4,957560679,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance
5875,1608,3,958456968,Air Force One (1997),Action|Thriller
5875,1617,5,957565441,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
5876,2313,4,957552257,"Elephant Man, The (1980)",Drama
5876,457,4,957552636,"Fugitive, The (1993)",Action|Thriller
5876,1304,4,957552603,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western
5877,2395,3,957551857,Rushmore (1998),Comedy
5877,2396,4,957551857,Shakespeare in Love (1998),Comedy|Romance
5877,2700,5,957551879,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
5878,3259,3,1043782866,Far and Away (1992),Drama|Romance
5878,1653,4,957550489,Gattaca (1997),Drama|Sci-Fi|Thriller
5878,3255,5,957548176,"League of Their Own, A (1992)",Comedy|Drama
5879,733,4,957546252,"Rock, The (1996)",Action|Adventure|Thriller
5879,2991,3,957546185,Live and Let Die (1973),Action
5879,2985,2,957546232,Robocop (1987),Action|Crime|Sci-Fi
